claim,claim_en,verdict,train_mask,val_mask,test_mask,health_word
"The average age of Covid-19 deaths is higher than the average life expectancy, which means that people who get Covid live longer.","The average age of Covid-19 deaths is higher than the average life expectancy, which means that people who get Covid live longer.",misinformation,True,False,False,age
Four million people have diabetes.,Four million people have diabetes.,factual,True,False,False,diabetes
A study on vitamin D and Covid-19 shows an 80% reduction in need for ICU and a 60% reduction in deaths. The study demonstrates that the clear relationship between vitamin D and Covid mortality is causal.,A study on vitamin D and Covid-19 shows an 80% reduction in need for ICU and a 60% reduction in deaths. The study demonstrates that the clear relationship between vitamin D and Covid mortality is causal.,misinformation,True,False,False,mortality
Photo of woman sitting outside hospital with oxygen cylinder is related to COVID-19 pandemic,Photo of woman sitting outside hospital with oxygen cylinder is related to COVID-19 pandemic,misinformation,True,False,False,hospital
سوشل میڈیا پر دعویٰ کیا جا رہا ہے کہ جنوبی افریقہ کی ایک 37 سالہ خاتون نے 10 بچوں کو جنم دیا ہے۔ سبھی بچے اسپتال میں خیریت سے ہیں۔ خاتون کا نام گوسیم سیٹھول ہے۔ بچوں میں سات لڑکے اور تین لڑکیاں شامل ہیں۔,A 37-year-old South African woman has given birth to 10 children on social media. All the children are well in the hospital. The woman's name is Gosim Sethol. The children include seven boys and three girls.,misinformation,True,False,False,hospital
मुंबई के श्री स्वामीनारायण मंदिर को कोविड अस्पताल में तब्दील किया गया,Mumbai's Shree Swaminarayan Mandir converted into Kovid Hospital,misinformation,False,True,False,hospital
नानावती अस्पताल के डॉक्टर ने बताया कोरोना का इलाज,The doctor of Nanavati Hospital told the treatment of corona,misinformation,True,False,False,hospital
मुंबई के श्री स्वामीनारायण मंदिर को कोविड अस्पताल में बदल दिया गया है,Shree Swaminarayan Mandir in Mumbai has been converted into a Kovid Hospital,misinformation,False,True,False,hospital
Video shows medical staff cheering after the last coronavirus patient recovered in New Zealand and the Covid-19 ward was shut.,Video shows medical staff cheering after the last coronavirus patient recovered in New Zealand and the Covid-19 ward was shut.,misinformation,True,False,False,patient
A video shows a minor boy pushing a hospital stretcher in Bihar. It reveals the ruthlessness of the BJP-JD(U) government.,A video shows a minor boy pushing a hospital stretcher in Bihar. It reveals the ruthlessness of the BJP-JD(U) government.,misinformation,True,False,False,hospital
Video shows healthcare worker faking Covid-19 vaccination at a hospital in India. The syringe is withdrawn from an elderly man without administering the vaccine.,Video shows healthcare worker faking Covid-19 vaccination at a hospital in India. The syringe is withdrawn from an elderly man without administering the vaccine.,misinformation,True,False,False,hospital
Maior estudo retrospectivo em pacientes hospitalizados mostra que a hidroxicloroquina reduz significativamente o risco de mortalidade por covid-19,Largest retrospective study in hospitalized patients shows that hydroxychloroquine significantly reduces the risk of mortality from covid-19,misinformation,True,False,False,mortality
"Número de mortes registradas por covid-19 no país está supervalorizado, incluindo óbitos por pneumonia, AVC e infarto.","The number of deaths registered by covid-19 in the country is overestimated, including deaths from pneumonia, stroke and heart attack.",misinformation,True,False,False,"heart attack, stroke"
Video of Patanjali’s Balkrishna admitted to hospital by Baba Ramdev recently,Video of Patanjali’s Balkrishna admitted to hospital by Baba Ramdev recently,misinformation,True,False,False,hospital
Message from the BMC – ‘There is a higher stage of corona which cannot be detected but is infected to small children till the age of 30’,Message from the BMC – ‘There is a higher stage of corona which cannot be detected but is infected to small children till the age of 30’,misinformation,True,False,False,age
ఇక‌పై ఇంటింటికీ వెళ్లి కోవిడ్ టీకాల పంపిణీ మరియు 45 ఏళ్లకు త‌క్కువ వ‌య‌స్సు ఉన్నవారికి కూడా టీకా,No more door-to-door distribution of Kovid vaccines and vaccinations for those under 45 years of age,misinformation,True,False,False,age
"“A infecção [Covid-19] em crianças em idade escolar é baixíssima, é muito pequena”","""The infection [Covid-19] in school-age children is very low, it is very small""",factual,True,False,False,age
"In children, “the mortality risk from COVID-19 is actually lower than from the flu. The risk of severe disease or hospitalization is about the same”.","In children, “the mortality risk from COVID-19 is actually lower than from the flu. The risk of severe disease or hospitalization is about the same”.",factual,True,False,False,mortality
"By administering hydroxychloroquine combined with azithromycin, they were able to observe an improvement in all cases, except in one patient","By administering hydroxychloroquine combined with azithromycin, they were able to observe an improvement in all cases, except in one patient",misinformation,True,False,False,patient
Australia hospital staff gifts Tom Hanks a volleyball while being quarantined for Coronavirus.,Australia hospital staff gifts Tom Hanks a volleyball while being quarantined for Coronavirus.,misinformation,True,False,False,hospital
Video Shows Situation In A New York Hospital Full Of Dead Bodies,Video Shows Situation In A New York Hospital Full Of Dead Bodies,misinformation,True,False,False,hospital
Image shows doctors and nurses dead due to the COVID-19 in hospital in Italy.,Image shows doctors and nurses dead due to the COVID-19 in hospital in Italy.,misinformation,True,False,False,hospital
Video toont jonge vrouw in Spaans ziekenhuis die in elkaar stort na covidvaccinatie.,Video shows young woman in Spanish hospital collapsing after covid vaccination.,misinformation,True,False,False,hospital
