claim,claim_en,verdict,train_mask,val_mask,test_mask
Ο κορωνοϊός εξαλείφεται με πολύ νερό και γαργάρες με διάλυμα από ζεστό νερό με αλάτι ή ξύδι.,The coronavirus is eliminated with plenty of water and gargling with a solution of warm water with salt or vinegar.,misinformation,True,False,False
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar,Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar,misinformation,True,False,False
Respirar aire caliente puede matar al nuevo coronavirus COVID-19,Breathing hot air can kill the new coronavirus COVID-19,misinformation,True,False,False
Berkumur dengan Air Hangat dan Air Garam Dapat Menghilangkan Virus Corona,Gargling with warm water and salt water can get rid of the corona virus,misinformation,True,False,False
การกลั้วคอด้วยน้ำอุ่นผสมเกลือหรือน้ำส้มสายชูสามารถฆ่าเชื้อโควิด-19 ได้ขณะไวรัสอยู่ในคอ,Gargling with warm water with salt or vinegar can kill COVID-19. while the virus is in the throat,misinformation,True,False,False
China desarrolló con éxito vacuna contra el coronavirus,China successfully developed coronavirus vaccine,misinformation,True,False,False
จีนผลิตวัคซีนต้านเชื้อไวรัสโคโรน่าสายพันธุ์ใหม่สำเร็จโดยมีการฉีดวัคซีนต้านไวรัสให้ตนเอง,China has successfully produced a vaccine against the novel coronavirus by vaccinating itself against the virus.,misinformation,True,False,False
“Sopa de morcego na China pode ser a origem do corona vírus!”,"""Bat soup in China could be the origin of the corona virus!""",misinformation,True,False,False
รังค้างคาวใต้หลังคาบ้านเป็นสาเหตุที่ทำให้ไวรัสโคโรน่าระบาดในประเทศจีน?,Bat nests under house roofs causing coronavirus outbreak in China?,misinformation,True,False,False
องค์การอนามัยโลก (WHO) ประกาศยกระดับสถานการณ์การระบาดของโควิด-19 ในประเทศไทยเป็นระยะที่ 4,The World Health Organization (WHO) has raised the level of the COVID-19 pandemic. in Thailand for the 4th stage,misinformation,True,False,False
Some recovered Covid-19 patients catch the disease again,Some recovered Covid-19 patients catch the disease again,misinformation,True,False,False
The Covid-19 vaccine is an “experimental” drug,The Covid-19 vaccine is an “experimental” drug,misinformation,True,False,False
Ramuan Penangkal Covid-19 oleh Kemenkes,The Antidote to Covid-19 by the Ministry of Health,misinformation,True,False,False
Senarai gejala-gejala dan pelbagai rawatan Covid-19,List of symptoms and various treatments of Covid-19,misinformation,True,False,False
This is genuine COVID-19 prevention advice,This is genuine COVID-19 prevention advice,misinformation,True,False,False
Neem can cure COVID-19,Take can cure COVID-19,misinformation,True,False,False
"""[W]e’ve had some great studies ... some great reports from — coming out of France, coming out of Spain, coming out of other places"" about the effectiveness of hydroxychloroquine for COVID-19.","""[W]e’ve had some great studies ... some great reports from — coming out of France, coming out of Spain, coming out of other places"" about the effectiveness of hydroxychloroquine for COVID-19.",misinformation,True,False,False
COVID-19 patients will not show symptoms for the first 14 days,COVID-19 patients will not show symptoms for the first 14 days,misinformation,True,False,False
Covid-19 aşısı ve tedavisine ilişkin iddialar,Claims regarding Covid-19 vaccine and treatment,misinformation,True,False,False
"Os testes para covid-19 são vendidos desde 2018, antes da detecção da doença","Tests for covid-19 have been sold since 2018, before the disease is detected.",misinformation,True,False,False
วิธีการรักษาโรคโควิด-19 แนะนำโดยคณบดีของโรงพยาบาลศิริราช?,How to treat COVID-19 Recommended by the Dean of Siriraj Hospital?,misinformation,True,False,False
การดื่มน้ำอุ่นผสมน้ำมะนาวช่วยป้องกันการติดเชื้อโควิด-19?,Does drinking warm water mixed with lemon juice help prevent infection with COVID-19?,misinformation,True,False,False
กินอาหารเป็นด่างสามารถป้องกันหรือรักษาโรคโควิดได้?,Can eating alkaline food prevent or treat COVID?,misinformation,True,False,False
แผ่นดินไหวลาว,Laos earthquake,misinformation,True,False,False
วิดีโอแสดงทักษิณ ชินวัตรพูดเกี่ยวกับผลกระทบทางเศรษฐกิจจากการระบาดของเชื้อไวรัสโคโรน่าสายพันธุ์ใหม่?,Thaksin's video Shinawatra talks about the economic impact of the novel coronavirus outbreak?,misinformation,True,False,False
Publicação do The American Journal of Medicine garante eficácia do uso precoce de hidroxicloroquina no combate à covid-19,Publication of The American Journal of Medicine guarantees efficacy of early use of hydroxychloroquine in combating covid-19,misinformation,True,False,False
"Então, a tão esperada meta-análise chegou! O Trabalho da Universidade de Yale - USA, do PhD Dr Harvey Risch conclui que o uso da Hidroxicloroquina é seguro, além de ser efetivo na diminuição de infecção, hospitalização e morte. Sabem o que isso significa? Que em conjunto com os mais de 111 trabalhos observacionais, esse trabalho dá o tão exigido NÍVEL DE EVIDÊNCIA 1 para tratamento da COVID-19 (com recomendação A)!","Then the long-awaited meta-analysis has arrived! PhD Dr Harvey Risch's work at Yale University - USA concludes that the use of Hydroxychloroquine is safe, in addition to being effective in reducing infection, hospitalization and death. Do you know what this means? That together with more than 111 observational works, this work gives the much demanded EVIDENCE LEVEL 1 for the treatment of COVID-19 (with recommendation A)!",misinformation,True,False,False
บริษัทยาสหรัฐฯ พบยารักษาโควิด-19 ภายใน 3 ชั่วโมง?,US drug company Found a cure for COVID-19 in 3 hours?,misinformation,True,False,False
วิดีโอแสดงไต้ฝุ่นโมลาเบในเวียดนามปี 2563?,Video showing Typhoon Molabe in Vietnam in 2020?,misinformation,True,False,False
"Seit dem 19. Dezember 2020 ist der erste Covid-19-Impfstoff in der Schweiz zugelassen. Am 23. Dezember hat die Impfaktion hierzulande angefangen. Die Covid-19-Impfdosen der Hersteller Pfizer/Biontech sind am 22. Dezember auf dem Landweg in der Schweiz angekommen. Auf einem Foto, das auf Facebook kursiert (hier archiviert), ist ein Verkehrsunfall mit einem Lastwagen mit dem Logo von Pfizer zu sehen.","The first Covid-19 vaccine has been approved in Switzerland since December 19, 2020. The vaccination campaign in this country started on December 23rd. The Covid-19 vaccine doses from the manufacturers Pfizer / Biontech arrived in Switzerland by land on December 22nd. A photo circulating on Facebook (archived here) shows a traffic accident involving a truck bearing the Pfizer logo.",misinformation,True,False,False
